id,signed_up_at,has_activated_card,closed_account_at,tnc_country_group,os,first_name,last_name
u28380,2020-01-26,True,2020-06-26,FRA       ,android,Willie,Gregory
u38032,2020-05-27,False,,ITA       ,android,Frederick,Powers
u35862,2020-05-17,False,,GrE       ,android,Terry,Wilson
u6194,2018-03-05,True,,ESP       ,iOS,Clifford,Rodriquez
u40284,2020-06-06,False,2020-06-18,FRA       ,iOS,Nina,McLaughlin
u11506,2018-10-25,True,,FRA       ,iOS,Corey,Weaver
u31505,2020-03-24,True,,DEU       ,iOS,Caleb,Rose
u7396,2018-05-23,True,,ITA       ,iOS,Gavin,Hunter
u7646,2018-06-06,True,,DEU       ,iOS,Maude,Cooper
u15833,2019-03-07,True,,GrE       ,iOS,Addie,Doyle
u5982,2018-02-19,True,,ITA       ,android,Bill,Gill
u22520,2019-09-13,True,,ESP       ,android,Rhoda,Powers
u25502,2019-11-22,True,,FRA       ,android,Brent,Conner
u36932,2020-05-23,False,,DEU       ,iOS,Sean,McLaughlin
u2190,2017-01-17,True,,FRA       ,android,Jimmy,Greer
u2433,2017-02-22,True,,FRA       ,iOS,Fanny,Nichols
u34470,2020-05-06,False,,DEU       ,iOS,Mike,Sims
u38666,2020-05-30,False,,ESP       ,android,Lee,Richardson
u37503,2020-05-25,False,2020-06-09,FRA       ,iOS,Cecilia,Pope
u39637,2020-06-03,False,2020-06-23,DEU       ,iOS,Olivia,Lambert
u14866,2019-02-07,True,,FRA       ,iOS,Bryan,Wilkerson
u10353,2018-09-18,True,,FRA       ,iOS,Frank,Greene
u27294,2020-01-04,True,2020-11-10,FRA       ,iOS,Fanny,Meyer
u41701,2020-06-14,False,,FRA       ,iOS,Thomas,Allen
u20448,2019-07-28,False,,FRA       ,iOS,Theresa,Dennis
u7131,2018-05-08,True,,GrE       ,iOS,Logan,Bailey
u17802,2019-05-10,True,,GrE       ,android,Della,Pierce
u26290,2019-12-11,True,,FRA       ,android,Agnes,Robbins
u4901,2017-12-02,True,2020-07-07,GrE       ,android,Millie,Wells
u18655,2019-06-08,True,,DEU       ,iOS,Adrian,Mathis
u22787,2019-09-18,True,,DEU       ,iOS,Leona,Sharp
u3967,2017-09-05,True,,DEU       ,iOS,Rosalie,Gregory
u29034,2020-02-07,True,2020-07-18,ITA       ,iOS,Lizzie,Howell
u14475,2019-01-25,True,,ITA       ,android,Duane,Tran
u6696,2018-04-08,True,,FRA       ,android,Lee,Cross
u31951,2020-04-02,False,,ITA       ,iOS,Lawrence,Watts
u16592,2019-03-30,False,,FRA       ,iOS,Lucille,Porter
u35588,2020-05-15,False,,DEU       ,android,Sue,Fuller
u35083,2020-05-11,False,,FRA       ,android,Bruce,Morgan
u980,2016-02-07,True,,FRA       ,iOS,Lillie,Stephens
u30856,2020-03-12,True,,ESP       ,android,Kenneth,Bridges
u417,2015-10-04,True,,DEU       ,iOS,Charlotte,Bridges
u40341,2020-06-07,False,,FRA       ,android,Stella,Wolfe
u38312,2020-05-29,False,2020-06-12,NEuro     ,android,Mark,Lowe
u15080,2019-02-13,True,,ITA       ,android,Lester,Burns
u28241,2020-01-23,False,2020-08-01,DEU       ,android,Todd,Steele
u26343,2019-12-12,False,,ESP       ,android,John,Stewart
u2718,2017-04-08,True,,ITA       ,iOS,Manuel,Cole
u15563,2019-02-27,True,,FRA       ,android,Grace,Aguilar
u2826,2017-04-24,True,,FRA       ,iOS,Clifford,Morris
u13422,2018-12-27,True,,ESP       ,android,Adrian,Fields
u14577,2019-01-28,True,,FRA       ,iOS,Fanny,Greene
u30830,2020-03-12,True,,FRA       ,iOS,Herman,Bryant
u5905,2018-02-15,True,,FRA       ,iOS,Isabella,Walsh
u33513,2020-04-27,False,,FRA       ,iOS,Bertha,Brady
u38819,2020-05-31,False,,ITA       ,android,Sally,Holloway
u8653,2018-07-24,True,,DEU       ,iOS,Bradley,Palmer
u30823,2020-03-12,True,,FRA       ,iOS,Herbert,Campbell
u8838,2018-07-30,True,,FRA       ,iOS,Betty,Barnes
u4046,2017-09-14,True,,ESP       ,android,Mario,Johnson
u22760,2019-09-17,True,,FRA       ,android,Lawrence,Nash
u4073,2017-09-17,True,,AUT       ,android,Stephen,Burke
u26531,2019-12-17,True,,ESP       ,android,Florence,Burns
u31986,2020-04-03,True,2020-06-16,FRA       ,iOS,Tommy,Bryant
u26920,2019-12-27,True,,ITA       ,iOS,Ruth,Hudson
u32226,2020-04-07,True,,ITA       ,iOS,Trevor,Cain
u33267,2020-04-24,False,2020-07-23,FRA       ,iOS,Oscar,Morton
u1987,2016-12-22,True,,FRA       ,android,Minnie,Spencer
u11030,2018-10-08,True,,FRA       ,android,Cecelia,Webb
u18075,2019-05-19,True,,DEU       ,iOS,Harry,Boone
u9228,2018-08-12,True,,FRA       ,android,Bryan,Atkins
u15825,2019-03-07,True,2020-06-10,NEuro     ,iOS,Isaiah,Greer
u3652,2017-08-02,True,,FRA       ,android,Kenneth,Hoffman
u3856,2017-08-25,True,,FRA       ,iOS,Phillip,Wood
u22337,2019-09-08,True,2020-07-23,GrE       ,android,Aaron,Christensen
u13318,2018-12-24,True,,DEU       ,iOS,Tommy,Cannon
u33521,2020-04-27,True,2020-11-07,GrE       ,iOS,Andre,Douglas
u8601,2018-07-22,False,2020-06-25,DEU       ,iOS,Beulah,Cook
u41002,2020-06-10,False,,ITA       ,iOS,Pauline,Watts
u17744,2019-05-08,True,,DEU       ,iOS,Mabel,Sanchez
u1149,2016-03-05,True,,DEU       ,iOS,Rachel,Thornton
u15895,2019-03-09,True,2020-06-18,DEU       ,android,Fannie,Bennett
u27777,2020-01-14,True,,ESP       ,android,Chad,Bass
u22412,2019-09-10,True,,AUT       ,iOS,Allie,Johnston
u16801,2019-04-06,True,,ITA       ,android,Glenn,Tran
u16363,2019-03-23,True,,DEU       ,android,Maggie,Bridges
u37230,2020-05-24,False,,DEU       ,android,Kenneth,Figueroa
u13554,2018-12-30,True,2020-12-31,FRA       ,android,Bradley,Mendez
u16900,2019-04-10,True,,FRA       ,android,Ola,Rodriguez
u19357,2019-06-29,True,2020-06-05,DEU       ,iOS,Lucy,Alvarez
u9025,2018-08-05,True,2020-09-09,FRA       ,iOS,Anthony,Vaughn
u35572,2020-05-15,False,2020-09-03,ITA       ,iOS,Albert,Hayes
u28420,2020-01-27,False,2020-04-07,FRA       ,iOS,Ralph,Carlson
u14191,2019-01-17,True,,DEU       ,android,Raymond,Chapman
u39050,2020-06-01,False,,FRA       ,iOS,Jennie,McDaniel
u30665,2020-03-08,False,,GrE       ,android,Devin,Griffin
u30411,2020-03-03,False,,ITA       ,iOS,Phoebe,Olson
u4966,2017-12-08,True,,FRA       ,android,Mason,Briggs
u26919,2019-12-27,True,,FRA       ,android,Phoebe,Richardson
u30093,2020-02-26,True,,FRA       ,android,Albert,Schultz
u14478,2019-01-25,True,,FRA       ,android,Noah,Hayes
u3523,2017-07-22,False,2020-06-10,ESP       ,iOS,Virginia,Hansen
u6974,2018-04-29,True,,GrE       ,iOS,Russell,Green
u26619,2019-12-20,False,,FRA       ,iOS,Emily,Woods
u5347,2018-01-07,False,2020-06-20,DEU       ,iOS,Olivia,Cunningham
u13766,2019-01-05,True,,ITA       ,android,Louis,Porter
u11590,2018-10-27,True,,DEU       ,iOS,Adam,Hall
u24235,2019-10-22,True,,GrE       ,android,Marc,Terry
u31389,2020-03-22,True,,ITA       ,android,Bruce,Montgomery
u40103,2020-06-05,False,2020-06-18,ITA       ,android,Catherine,Washington
u35258,2020-05-12,True,2020-10-13,NEuro     ,iOS,Cecilia,Roberts
u27654,2020-01-12,True,,ESP       ,android,Leonard,Holmes
u40423,2020-06-07,False,2020-07-16,DEU       ,iOS,Jackson,Hoffman
u36669,2020-05-22,False,,FRA       ,android,Evan,Newton
u34043,2020-05-03,False,,GrE       ,android,Eddie,Shaw
u1276,2016-04-10,True,,DEU       ,android,Lina,Hernandez
u25184,2019-11-14,True,,FRA       ,android,Harriet,Goodwin
u9637,2018-08-25,True,,FRA       ,iOS,Andrew,Roberson
u40433,2020-06-07,False,,FRA       ,iOS,Shawn,Spencer
u12957,2018-12-11,True,,DEU       ,android,Marc,Weaver
u36476,2020-05-21,False,,ESP       ,android,Danny,Cox
u33177,2020-04-23,True,,ITA       ,iOS,Sean,Holloway
u3082,2017-05-30,True,,FRA       ,iOS,Barry,French
u37342,2020-05-24,False,2020-06-24,FRA       ,android,Belle,Rogers
u26197,2019-12-08,True,,FRA       ,iOS,Curtis,Patrick
u19315,2019-06-28,True,,DEU       ,android,Cynthia,Nelson
u16106,2019-03-15,True,,ITA       ,iOS,Gerald,Brady
u37132,2020-05-24,False,,ITA       ,iOS,Gary,Rogers
u35153,2020-05-12,False,,FRA       ,android,Katharine,Fowler
u40706,2020-06-08,False,2020-06-27,FRA       ,iOS,Catherine,Simon
u14153,2019-01-16,True,,FRA       ,android,Alan,Osborne
u10467,2018-09-22,True,,DEU       ,iOS,Isabelle,Mullins
u32836,2020-04-18,True,,ESP       ,iOS,Margaret,Ellis
u2635,2017-03-26,True,,FRA       ,iOS,Delia,Nash
u5121,2017-12-23,True,,FRA       ,iOS,Bryan,Strickland
u18741,2019-06-11,True,,FRA       ,iOS,Virginia,Butler
u5227,2017-12-31,True,,FRA       ,iOS,Jeff,Lyons
u9642,2018-08-26,False,2020-06-26,FRA       ,android,Emily,Swanson
u7993,2018-06-24,True,,DEU       ,android,George,Russell
u27590,2020-01-10,True,,FRA       ,android,Jeremy,Simon
u40484,2020-06-07,False,,FRA       ,iOS,Marion,Francis
u10952,2018-10-06,True,,GrE       ,android,Mike,Roberson
u2105,2017-01-06,True,,GrE       ,android,Verna,Watson
u29524,2020-02-16,True,,ITA       ,iOS,Mina,Nguyen
u6673,2018-04-07,True,,FRA       ,android,Alex,Fox
u18299,2019-05-26,True,,GrE       ,iOS,Ivan,Murray
u9434,2018-08-19,True,,FRA       ,android,Tyler,Schmidt
u28938,2020-02-06,True,,DEU       ,iOS,Ada,Townsend
u5092,2017-12-19,True,,DEU       ,android,Philip,Reynolds
u929,2016-01-29,True,,DEU       ,android,Victoria,Little
u860,2016-01-20,True,,DEU       ,iOS,Sallie,Schultz
u17698,2019-05-06,True,,ITA       ,android,Justin,Quinn
u32986,2020-04-20,True,,ESP       ,iOS,Nathaniel,McCoy
u23367,2019-10-01,True,,FRA       ,iOS,Harold,Saunders
u17281,2019-04-23,True,,DEU       ,android,Nicholas,Davidson
u7063,2018-05-05,True,,DEU       ,android,Linnie,Harris
u29568,2020-02-16,True,,FRA       ,iOS,Leo,Perkins
u34431,2020-05-05,False,2020-06-16,FRA       ,android,Victoria,Hubbard
u13640,2019-01-01,True,,FRA       ,android,Katie,Cummings
u11068,2018-10-09,True,2020-08-22,DEU       ,android,Harvey,Love
u17160,2019-04-19,True,,FRA       ,iOS,Nora,Murray
u9941,2018-09-04,True,,ITA       ,android,Marcus,Ramos
u32893,2020-04-19,False,2020-07-01,FRA       ,android,Johnny,Murray
u14883,2019-02-07,True,,DEU       ,iOS,Evan,Chambers
u16783,2019-04-06,True,2020-10-15,DEU       ,android,Frederick,Bowen
u28839,2020-02-04,True,,ITA       ,android,Lola,Grant
u8008,2018-06-25,True,2020-07-11,ITA       ,android,Gertrude,Tate
u12156,2018-11-16,True,,FRA       ,android,Steve,Knight
u30728,2020-03-10,True,,FRA       ,iOS,Madge,Strickland
u6329,2018-03-13,True,,FRA       ,android,Anne,Romero
u14530,2019-01-27,True,,FRA       ,android,Frederick,Morrison
u26989,2019-12-28,True,,DEU       ,iOS,Alfred,Ramirez
u39220,2020-06-01,False,,ESP       ,android,Josie,Cooper
u1551,2016-07-24,True,,DEU       ,android,Eleanor,Casey
u26479,2019-12-16,True,,FRA       ,android,Ryan,Tucker
u15006,2019-02-11,True,,FRA       ,android,Bradley,Hunt
u6330,2018-03-13,False,,DEU       ,iOS,Rosa,Dawson
u41122,2020-06-11,False,2020-06-23,DEU       ,iOS,Madge,Lucas
u30612,2020-03-08,True,,DEU       ,iOS,Lucile,Lee
u26124,2019-12-06,True,,DEU       ,iOS,Isaac,Ortiz
u40259,2020-06-06,False,,ITA       ,android,Derek,Howell
u15820,2019-03-07,True,,ITA       ,iOS,Clayton,Underwood
u14904,2019-02-08,True,,FRA       ,iOS,Chris,Curry
u21693,2019-08-25,True,,DEU       ,iOS,Lena,Fox
u13126,2018-12-18,False,,FRA       ,android,Ruth,Bates
u17842,2019-05-11,True,,FRA       ,iOS,Warren,Roberson
u35864,2020-05-17,True,,FRA       ,iOS,Cecelia,Powell
u23854,2019-10-13,True,,FRA       ,android,Ricky,Nelson
u34937,2020-05-10,False,,FRA       ,android,Vernon,Doyle
u36926,2020-05-23,False,,ESP       ,iOS,Joe,Hopkins
u6034,2018-02-23,True,,DEU       ,android,Verna,Curry
u28953,2020-02-06,False,2020-06-24,ITA       ,android,Amy,Watkins
u34203,2020-05-04,True,2020-12-28,FRA       ,iOS,Birdie,Pearson
u15286,2019-02-19,True,,GrE       ,android,Lettie,Valdez
u31353,2020-03-21,False,2020-06-25,ESP       ,iOS,Jonathan,Waters
u13009,2018-12-13,True,,FRA       ,android,Derek,Ford
u15370,2019-02-22,True,,DEU       ,iOS,Juan,Hill
u26536,2019-12-17,True,,ITA       ,android,Alvin,Zimmerman
u27233,2020-01-03,True,,ITA       ,iOS,Edna,McGee
u4659,2017-11-11,False,,FRA       ,android,Ethan,Vaughn
u3470,2017-07-15,True,,FRA       ,iOS,Lucas,Benson
u12477,2018-11-26,True,,FRA       ,android,Brett,Rodgers
u27657,2020-01-12,True,,FRA       ,android,Thomas,Moore
u25373,2019-11-18,False,,FRA       ,android,Sophia,Jennings
u11088,2018-10-10,True,,AUT       ,android,Ruby,Rowe
u41642,2020-06-14,False,,FRA       ,android,Jay,Williams
u27004,2019-12-28,True,,FRA       ,android,Della,Wilkerson
u40876,2020-06-09,False,2020-06-20,NEuro     ,iOS,Harriett,Nash
u3575,2017-07-25,True,,DEU       ,android,Alex,Phelps
u19747,2019-07-09,True,2020-06-27,GrE       ,iOS,Jared,Phillips
u27443,2020-01-07,True,,ITA       ,android,Stephen,McKenzie
u31993,2020-04-03,False,2020-06-20,ITA       ,iOS,Rena,Fisher
u12963,2018-12-11,True,,DEU       ,iOS,Sarah,Mann
u6516,2018-03-26,True,,DEU       ,android,Joseph,Larson
u16713,2019-04-03,True,,GrE       ,iOS,Bernice,Ballard
u13064,2018-12-16,True,,FRA       ,iOS,Minnie,Herrera
u19828,2019-07-12,True,2020-06-10,FRA       ,android,Cordelia,Chandler
u3367,2017-07-05,True,2020-07-31,DEU       ,android,Caleb,Lamb
u4262,2017-10-04,True,,FRA       ,iOS,Stephen,Miles
u10736,2018-09-29,True,,FRA       ,android,Beulah,Luna
u1333,2016-05-04,True,,DEU       ,android,Emilie,Lawson
u22090,2019-09-02,False,,DEU       ,iOS,Albert,Riley
u36619,2020-05-22,False,,AUT       ,android,Lucile,Newman
u40169,2020-06-06,False,,ITA       ,android,Benjamin,Sherman
u37332,2020-05-24,False,,ESP       ,android,Lillie,Summers
u22330,2019-09-08,True,,ESP       ,android,Jesse,Stewart
u15432,2019-02-23,True,,FRA       ,android,Lela,Sullivan
u41170,2020-06-11,False,2020-06-24,NEuro     ,android,Brandon,Garza
u32591,2020-04-14,False,,FRA       ,iOS,Katherine,Patterson
u19003,2019-06-19,True,,FRA       ,android,Caleb,French
u24351,2019-10-25,True,,GrE       ,android,Helena,Houston
u37135,2020-05-24,False,2020-06-05,FRA       ,iOS,Clayton,Payne
u728,2015-12-28,True,2020-06-20,GrE       ,iOS,Mike,Cruz
u28391,2020-01-26,True,,DEU       ,iOS,Loretta,Newton
u2319,2017-02-05,True,,DEU       ,iOS,Susan,Jenkins
u36546,2020-05-21,False,2020-09-07,ITA       ,android,Vincent,Frank
u23441,2019-10-03,True,,GrE       ,android,Mabel,Murray
u1383,2016-05-20,True,,DEU       ,android,Jay,Wilson
u25186,2019-11-14,True,,GrE       ,iOS,Cordelia,Ramirez
u14218,2019-01-18,True,2020-12-17,FRA       ,iOS,Florence,Reese
u23270,2019-09-29,True,,NEuro     ,iOS,Leah,Castillo
u30556,2020-03-07,True,,ESP       ,iOS,Ruth,Parker
u41825,2020-06-15,False,,ESP       ,android,Winnie,Bates
u15937,2019-03-10,True,,ITA       ,android,Eliza,Davidson
u18579,2019-06-05,True,,ITA       ,iOS,Myrtie,McGee
u35778,2020-05-17,False,,FRA       ,iOS,Danny,McCarthy
u41441,2020-06-13,False,2020-06-25,ITA       ,android,Duane,Waters
u37923,2020-05-27,False,,FRA       ,android,Brett,Casey
u22621,2019-09-14,True,,FRA       ,iOS,Jared,Sullivan
u38605,2020-05-30,False,2020-06-11,GrE       ,iOS,Keith,Barber
u24213,2019-10-21,True,2020-11-26,FRA       ,iOS,Etta,McGee
u41456,2020-06-13,False,,GrE       ,iOS,Katherine,Carson
u14757,2019-02-03,True,,FRA       ,iOS,Harvey,Ruiz
u20540,2019-07-30,True,,GrE       ,iOS,Kevin,Hughes
u5495,2018-01-17,True,,FRA       ,iOS,Herbert,Peters
u18731,2019-06-10,True,,FRA       ,android,Brian,Fernandez
u22428,2019-09-10,True,,FRA       ,android,Lillian,Delgado
u37134,2020-05-24,False,2020-06-06,DEU       ,iOS,Maud,Chandler
u22536,2019-09-13,True,,ITA       ,android,Olga,Schmidt
u4690,2017-11-14,False,2020-06-16,GrE       ,iOS,Seth,Colon
u4960,2017-12-07,True,,FRA       ,iOS,Violet,Thomas
u18344,2019-05-28,True,,DEU       ,iOS,Myrtle,Benson
u2886,2017-05-02,True,,FRA       ,android,Hunter,Rodgers
u19098,2019-06-21,True,,DEU       ,android,Mason,Wright
u26411,2019-12-14,True,,FRA       ,android,Cecelia,Sherman
u34101,2020-05-03,True,,ESP       ,iOS,Nina,Alvarado
u6253,2018-03-10,True,,DEU       ,android,Michael,Young
u32947,2020-04-20,True,,FRA       ,iOS,Cecilia,Hudson
u20863,2019-08-07,True,,FRA       ,android,Paul,Herrera
u33045,2020-04-21,True,2020-05-20,FRA       ,iOS,Bernice,Luna
u11627,2018-10-28,False,2020-06-20,DEU       ,iOS,Landon,Soto
u5319,2018-01-05,True,,DEU       ,iOS,Harriet,Garza
u5512,2018-01-18,True,,DEU       ,iOS,Clayton,Colon
u33018,2020-04-21,False,,ESP       ,iOS,Edgar,Sullivan
u17023,2019-04-14,True,,FRA       ,iOS,Ivan,Adams
u36450,2020-05-21,False,,FRA       ,android,Hester,Patrick
u35770,2020-05-17,False,2020-10-17,FRA       ,iOS,Joe,Ward
u15244,2019-02-18,True,,ITA       ,android,Elva,French
u6087,2018-02-26,True,,DEU       ,iOS,Stella,Fox
u16224,2019-03-18,True,,FRA       ,iOS,Hunter,Flores
u30606,2020-03-08,True,,FRA       ,android,Samuel,Hayes
u39334,2020-06-02,False,,FRA       ,android,Alta,Obrien
u41318,2020-06-12,False,2020-06-24,ITA       ,android,Bernice,Bush
u520,2015-11-02,True,,DEU       ,iOS,Eliza,Daniel
u17480,2019-04-29,True,,NEuro     ,android,Winnie,Snyder
u7327,2018-05-19,True,,ITA       ,iOS,Mathilda,Mason
u30707,2020-03-09,True,,GrE       ,iOS,Claudia,Harvey
u8903,2018-08-01,True,,FRA       ,android,Ina,Griffith
u27594,2020-01-10,True,,FRA       ,android,Grace,Wood
u21692,2019-08-25,True,,ESP       ,android,Nellie,Summers
u33160,2020-04-23,False,,FRA       ,iOS,Jordan,Dennis
u18081,2019-05-19,True,,ITA       ,iOS,Norman,Collier
u8705,2018-07-25,True,,DEU       ,iOS,Mary,Gomez
u14056,2019-01-13,True,,FRA       ,iOS,Brian,McKenzie
u19180,2019-06-23,True,,ITA       ,iOS,Mina,Baldwin
u2,2015-01-14,True,,DEU       ,iOS,Maurice,James
u18278,2019-05-26,True,,FRA       ,android,Steven,Ramsey
u1996,2016-12-24,True,,DEU       ,android,Leah,Glover
u16155,2019-03-17,True,,ITA       ,android,Scott,Blake
u13639,2019-01-01,False,2020-06-27,ESP       ,iOS,Bess,Jordan
u3120,2017-06-05,True,,FRA       ,android,Mason,Franklin
u16686,2019-04-02,True,,FRA       ,android,Hallie,Garcia
u14358,2019-01-22,False,2020-06-18,ESP       ,iOS,Eula,Cummings
u5012,2017-12-12,True,,DEU       ,iOS,Derrick,Rogers
u38740,2020-05-30,False,2020-06-12,DEU       ,iOS,Jennie,Fleming
u37625,2020-05-26,False,,GrE       ,android,Charles,Anderson
u16547,2019-03-29,True,,FRA       ,android,Jayden,Swanson
u18727,2019-06-10,True,,FRA       ,iOS,Nora,Mason
u21949,2019-08-30,True,,FRA       ,android,Rena,King
u25028,2019-11-10,True,,ITA       ,android,Leroy,Reynolds
u34007,2020-05-02,True,,FRA       ,iOS,Donald,Medina
u593,2015-11-24,True,,DEU       ,iOS,Eliza,McCarthy
u32206,2020-04-07,True,,NEuro     ,iOS,Lucile,Weber
u27127,2019-12-31,True,,ESP       ,android,Cory,Rose
u13983,2019-01-11,True,,FRA       ,android,Katie,Franklin
u34148,2020-05-03,True,,DEU       ,iOS,Alan,Estrada
u23789,2019-10-11,False,2020-06-09,FRA       ,iOS,Eleanor,Hart
u10181,2018-09-13,True,,FRA       ,android,Ora,Black
u20425,2019-07-27,True,,DEU       ,android,Lucile,Rose
u35037,2020-05-11,True,,DEU       ,android,Louise,Rios
u20841,2019-08-06,True,,FRA       ,iOS,Sara,Brock
u4212,2017-09-29,True,,FRA       ,android,Tom,Newton
u6611,2018-04-02,True,,DEU       ,android,Dennis,Bennett
u12483,2018-11-26,True,,DEU       ,iOS,Timothy,Patterson
u3589,2017-07-26,True,,AUT       ,iOS,Barry,Stone
u10287,2018-09-15,False,,GrE       ,iOS,Jared,Kelley
u27107,2019-12-30,True,,DEU       ,android,Gabriel,Caldwell
u15027,2019-02-11,True,,ITA       ,iOS,Janie,Cobb
u27036,2019-12-29,True,,DEU       ,iOS,Jim,Aguilar
u20054,2019-07-19,True,,DEU       ,android,Alexander,Wagner
u17467,2019-04-29,True,,FRA       ,android,Jesse,Lopez
u30595,2020-03-07,False,,DEU       ,iOS,Mabelle,Floyd
u35235,2020-05-12,True,2020-08-14,FRA       ,android,Charlotte,Schneider
u14783,2019-02-03,True,,DEU       ,iOS,Rodney,Harris
u21480,2019-08-20,True,,GrE       ,android,Jackson,Gibbs
u40039,2020-06-05,False,,DEU       ,iOS,Alberta,Robertson
u27976,2020-01-18,False,,ESP       ,iOS,Max,Owens
u15000,2019-02-11,True,,ITA       ,android,Mildred,Rodgers
u15472,2019-02-24,True,,DEU       ,iOS,Nell,Bass
u34899,2020-05-10,False,2020-10-15,ITA       ,iOS,James,Schneider
u11511,2018-10-25,True,,FRA       ,iOS,Alex,Perry
u6425,2018-03-20,True,,DEU       ,android,Cecilia,Leonard
u29023,2020-02-07,False,2020-06-19,ITA       ,android,Melvin,Newman
u1467,2016-06-20,True,,AUT       ,iOS,Fanny,Luna
u6595,2018-04-01,True,,DEU       ,iOS,Verna,Daniels
u3192,2017-06-14,True,,DEU       ,iOS,Michael,Taylor
u16761,2019-04-05,True,,FRA       ,android,Jayden,Brock
u10335,2018-09-17,True,,FRA       ,iOS,Lola,Carter
u20179,2019-07-21,True,,FRA       ,android,Isabella,Hanson
u39564,2020-06-03,False,,FRA       ,android,Don,Clayton
u17001,2019-04-13,True,,GrE       ,iOS,Bettie,Murray
u34715,2020-05-08,False,2020-09-15,ITA       ,android,Lenora,Price
u14243,2019-01-19,True,2020-06-21,FRA       ,iOS,Derek,Ortega
u11023,2018-10-08,True,,ITA       ,android,Estella,Ramos
u25006,2019-11-10,False,,DEU       ,iOS,Mario,Cannon
u3126,2017-06-05,False,,FRA       ,iOS,Rosa,Thornton
u10829,2018-10-02,True,,ITA       ,android,Aiden,Oliver
u25387,2019-11-19,True,,FRA       ,iOS,Willie,Dean
u38977,2020-05-31,False,,FRA       ,iOS,Edgar,Franklin
u16667,2019-04-01,True,,FRA       ,iOS,Connor,Torres
u11155,2018-10-13,True,,ITA       ,android,Marian,Morgan
u612,2015-11-28,True,2020-10-16,ITA       ,iOS,Lee,Hudson
u7090,2018-05-06,False,,ITA       ,android,Julian,Bush
u38458,2020-05-29,False,,ITA       ,android,Daisy,Lamb
u40447,2020-06-07,False,2020-06-25,ITA       ,iOS,Gene,Powers
u14407,2019-01-23,True,,FRA       ,android,Lottie,Long
u34997,2020-05-10,False,,FRA       ,android,Harry,Osborne
u34699,2020-05-08,True,,ITA       ,android,Maude,McCoy
u21775,2019-08-26,True,,FRA       ,iOS,Thomas,Bowen
u1773,2016-11-01,True,,FRA       ,android,Harry,Tucker
u12349,2018-11-22,True,,ITA       ,android,David,Garner
u41563,2020-06-13,False,,NEuro     ,iOS,Howard,Gregory
u4306,2017-10-08,True,,FRA       ,android,Frances,Sharp
u5975,2018-02-19,True,,FRA       ,iOS,Eugene,Garner
u17528,2019-04-30,False,2020-06-13,ITA       ,iOS,Harvey,Fox
u28426,2020-01-27,True,,FRA       ,android,Mollie,Roy
u39027,2020-05-31,False,,ESP       ,iOS,Lucile,Duncan
u1658,2016-09-09,True,,DEU       ,android,Olive,Sandoval
u20505,2019-07-29,True,,FRA       ,iOS,Rhoda,Daniel
u19727,2019-07-08,True,,FRA       ,iOS,Myrtle,Hawkins
u19725,2019-07-08,True,,ESP       ,iOS,Derrick,Norman
u18425,2019-05-31,True,,FRA       ,android,Augusta,Cross
u22349,2019-09-08,True,,DEU       ,iOS,Olga,Reed
u7931,2018-06-22,True,,FRA       ,android,Bernard,Nash
u26303,2019-12-11,True,,ITA       ,iOS,Lucas,Webb
u30147,2020-02-27,True,,FRA       ,android,Floyd,Berry
u6780,2018-04-15,True,,DEU       ,android,Alberta,Glover
u19536,2019-07-04,True,,FRA       ,android,Delia,Keller
u12142,2018-11-15,True,,FRA       ,iOS,Harvey,Bowman
u35944,2020-05-18,False,2020-06-18,DEU       ,iOS,Sarah,Jennings
u34799,2020-05-09,False,,ITA       ,android,Madge,Hammond
u37298,2020-05-24,False,2020-06-06,GrE       ,iOS,Joel,Cruz
u27359,2020-01-05,True,,FRA       ,android,Georgie,Ortega
u30175,2020-02-27,True,,FRA       ,iOS,Frances,Gomez
u1078,2016-02-19,True,,DEU       ,iOS,Marcus,Curtis
u22550,2019-09-13,False,,DEU       ,android,Leo,Reese
u33321,2020-04-25,True,,GrE       ,android,Nelle,Neal
u28023,2020-01-19,True,,FRA       ,android,Polly,Gregory
u25213,2019-11-15,True,,FRA       ,android,Albert,Fowler
u17361,2019-04-26,False,,DEU       ,iOS,Johnny,Moore
u16030,2019-03-12,True,,FRA       ,android,Kyle,Garcia
u2762,2017-04-16,True,,GrE       ,iOS,Gavin,Stephens
u9124,2018-08-08,True,,FRA       ,android,Maurice,West
u26309,2019-12-11,False,2020-06-06,FRA       ,iOS,Louise,Cunningham
u37460,2020-05-25,False,,DEU       ,android,Rosalie,Bush
u16871,2019-04-09,True,,FRA       ,iOS,Iva,Bryan
u3527,2017-07-22,True,,FRA       ,iOS,Amelia,Reeves
u40986,2020-06-10,False,,DEU       ,android,Sophia,Reed
u8582,2018-07-21,True,,ITA       ,android,Lawrence,Copeland
u28900,2020-02-05,True,,FRA       ,android,Ryan,James
u21339,2019-08-18,False,2020-06-05,DEU       ,iOS,Oscar,Marshall
u41863,2020-06-16,False,,ITA       ,iOS,Eddie,Hart
u14932,2019-02-09,True,,FRA       ,iOS,Phoebe,Kim
u27415,2020-01-06,False,,NEuro     ,android,Henrietta,Kelly
u29098,2020-02-08,True,,ITA       ,android,Jeanette,Dean
u40710,2020-06-08,False,,NEuro     ,android,Olga,Brock
u4589,2017-11-05,True,,AUT       ,iOS,Tommy,Ferguson
u40053,2020-06-05,False,,DEU       ,android,Lelia,Taylor
